albanian_title,english_title
Teknik i e Farmacis,Pharmacy technician
ndihmes mjeshti,assistant master
Punetor ne teren,Field worker
Nenepunese ne Noteri,Employee at the Notary
Zyrtare e Prokurimit,Procurement Officer
Praktikant ne Auditim,Intern in Audit
Praktikant ne Kontabilitet,Intern in Accounting
Sekretare,Secretary
Asistene e kontabilitetit,Accounting assistant
Praktikant ne Riparimin e Automjeteve,Intern in Vehicle Repair
Punetor ne fabrik ne departamentin e PVC,Factory worker in the PVC department
Kerkohet dizajner grafik per mirembajtje te llogos dhe postimeve.,Graphic designer required for logo and post maintenance.
Puntor ne montim,Assembly worker
Puntore ne ferme,Worker on the farm
Kerkojme pune per pastrimin e veturave dhe tepihave,We are looking for work for cleaning cars and carpets
Ndihmes ne shtrimin e pllakave qeramike,Help in laying ceramic tiles
Entry-Level Retail Auditor,Entry-Level Retail Auditor
Shitese Online,Online Sales
Logoped,therapist
Sektoriste ne Tekstil,Textile sector
assistent projektesh,project assistant
Stiliste Flokesh,Hair Stylist
Shitese ne parfumeri,Saleswoman in the perfumery
Kamarier - Kuzhinier,Waiter - Cook
Punetor Tereni,Field worker
Agjente Doganore,Customs Agent
Asistent Teknik ne Punishten e Mobiljeve,Technical Assistant in the Furniture Workshop
Ndihmes i metal punuesit,Metalworker's assistant
Praktikant i Avokatise,Intern at the Bar
Puntor - Shofer,Worker - Driver
Tekni i fizioterapise,Physiotherapy technique
Punetor ne Auto Servis,Car service worker
Zyrtare e Administrates - Ferizaj,Administration Officer - Ferizaj
Teknik Laborant i Mjeksis,Medical Laboratory Technician
Punetor Suvatimi,Plastering Worker
Kerkojm punetor per punet ne teren,We are looking for a worker for field work
Bashkepunetor Ligjor,Legal Associate
Asistant per Shkolla Mehmet Akif Prizren,Assistant for Mehmet Akif School Prizren
Mesimdhenes per Mehmet Akif School PRIZREN,Teacher for Mehmet Akif School PRIZREN
Kerkohet Shitese per Argjendari ne qender te Prishtines,Salesperson wanted for a jeweler in the center of Prishtina
Konkurs pune per Korier,Job competition for Courier
Praktikant-Shpedicion,Trainee-Shipping
Agjente shites,Sales agent
Shankist-e / Kamarier-je,Bartender / Waiter
Pergjegjese hixhenike,Hygienic responsibility
Asistente e projekteve,Project assistant
Mirmabjtje hixhenike,Hygienic maintenance
menaxhere,manager
Asistente per Kontablitet,Assistant for Accounting
Asistente per Laser,Laser Assistant
Video Editor (Entry-Level),Video Editor (Entry-Level)
Klinika Dentare Dr.Agusholli SH.P.K.,Dr. Agusholli Dental Clinic SH.P.K.
Ndihmse Kamarier,Assistant Waiter
Montues Strukturash Solare,Assembler of Solar Structures
asistente e menagjeres,assistant manager
Moter Edukatore - zevendesim,Mother Educator - replacement
Edukatore per grupmoshen 0- vjec,Educator for the 0-year age group
Dizajnim per reklama,Advertising design
Asistente e grimit,Makeup assistant
Puntor ne autolarje,Car wash worker
Infermier i Licencuar,Licensed Nurse
Arkatare-Sektoriste,Cashier-Sectorist
Puntore ne Fabriken e biskotave,Worker at the cookie factory
Kultivimi i perimeve,Cultivation of vegetables
Content Writer (m/w/d) – Homeoffice - SEO Erfahrung,Content Writer (m/w/d) – Homeoffice - SEO Erfahrung
Shofer Kamioni,Truck Driver
Asistent/Asistente administrative,Administrative Assistant
Punetor fizik ne shtall,Physical worker in the stable
Asistent per administrate dhe financa,Assistant for administration and finance
Puntore per market,Workshop for market
Restoranti Tinogara Bar shpall konkurs per poziten Kamarier.,The Tinogara Bar restaurant announces a competition for the position of Waiter.
Bashkepunetore profesionale per emisionet televizive kulturore,Professional collaborator for cultural TV shows
Lash brows,Lash brows
it,it
Agjent Shitjesh,Sales Agent
pastiqeria meka-1,pastry shop mecca-1
Kerkese per punemarresin,Request for the employee
Puntor ne Servis,Worker in Service
Praktikant per Zyre Noteriale,Trainee for Notary Office
Ndihmes Kuzhinjere,Assistant Cook
Asistent per Administrate dhe Financa,Assistant for Administration and Finance
shites - depoist,for sale - depoist
Dr.Kemo Denta Lux Clinic,Dr. Kemo Denta Lux Clinic
Punetore ne Fastfood,Fastfood worker
1 Edukatore - 1 Moter Edukatore,1 Educator - 1 Mother Educator
Asistente per Parukeri,Hairdressing assistant
Punetor per pllaka,Tile worker
Punonjes per Pergatitje dhe Dekorim Ambientesh,Workers for Preparation and Decoration of Environments
Asistent ne Vleresime dhe Projekte,Assistant in Assessments and Projects
Infermiere e pergjithshme e licensuar,Licensed General Nurse
Agjent i shitjes- Shperndares,Sales agent- Distributor
makinist cnc,cnc machinist
Teknike instalues,Technical installer
Zyrtar ne Projekte,Project Officer
Menaxhim,management
mida gashi,mida gashi
Shop Assist.,Shop Assist.
Ndihmese e estetistes,Beautician's assistant
Serviser i Aparateve Zjarrfikes,Servicer of Fire Apparatus
Zyrtar i Financave,Finance Officer
Zyrtare per financa,Finance officer
Edukator-e,Educator
Admin. Ass.,Admin. Asst.
MOLER,painter
Shitese dhe pune ne teren,Sales and field work
Teknike Farmacise,Pharmacy Technician
Ndihmes Fizioterapeute,Assistant Physiotherapist
Fasader-Moler-Glet,Fasader-Moller-Glet
Puntor per urganizim,Worker for organization
Ndimes ne Ferme,Share on the Farm
Ndimes ne FERME,Share on the FARM
Tregtia me pakice e mallrave te tjera te reja - ne dyqane te specializuara,Retail trade of other new goods - in specialized stores
Zv.Trajnere,Deputy coach
MobileShop ZOGU,MobileShop BIRD
Pozite per prodhimin e kepurdhave,Position for the production of mushrooms
Punetor Rinore,Youth Worker
Asistent programimi,Programming assistant
Uje-Instalues,Water-Installer
mobileshop Zogu,mobileshop Zogu
AGJENT SHITJES,SALES AGENT
Asistent ne market,Assistant in the market
Qendistare 13,Embroiderer 13
Laparisienne,Laparisienne
Montuer,Mounted
Administrim,administration
Fotograf dhe Menaxher i Rrjeteve Sociale,Photographer and Social Media Manager
Organizuesi i punimeve,Work organizer
Asistent ne ngjyrosje te veturave,Assistant in car painting
ADMINISTRATORE,ADMINISTRATIVE
Administrate-Shitese,Administration-Sales
Edukatore per qendrim ditor,Educator for day care
Financier - Kontabilist,Financial - Accountant
Agjent telefonik call center,Telephone agent call center
Shites ne depo,Sold in warehouse
Shitje ne terren,Field sales
Trgovac,merchant
Ndihmes kuzhinier dhe arkatar,Assistant cook and cashier
Ndihmese parukeri,Hairdressing assistant
Pozita per 1 mesimdhenes te gjuhes gjermane Oxford Studio ELT,Position for 1 Oxford Studio ELT German language teacher
Ndihmes Depoist - Prishtine,Assistant Deoist - Prishtina
Merchandiser - Mitrovice,Merchandiser - Mitrovica
Praktikant/Staf Teknik,Trainee/Technical Staff
Frizer ne sallon,Hairdresser in the salon
Ndihmes Depoist - Prizren,Assistant Deoist - Prizren
Punonjese ne Qender Estetike,Employee at Aesthetic Center
Konkurs ne prodhimtari,Production competition
Ass per qerdhe me infermeri,Ass for nursing care
Ass per gjuhe Frange-Gjermanisht,Ass for French-German language
Ass per Psikologji,Ass for Psychology
Mirembajtes e objekteve (pastrim),Facility maintenance (cleaning)
Ass ne qerdhe me infermieri,Ass in love with nursing
Pozite e lire per Grimere,Vacant position for Makeup Artist
Konkurs,ComPeTITIon
Asistente e sto - atologut,Assistant to the sto - atologist
ndihms kamarjer,assistant waiter
punetor fizik,physical worker
Arkkitekt i ri,Young architect
Ndihmes Serviser,Service Assistant
Ndihmes punetor ne ferme,Work assistant on the farm
Teknike/Asistente e Farmacise,Pharmacy Technician/Assistant
Asistent-e i stomatologjise,Dental assistant
Pozita per 2 mesimdhenes te gjuhes gjermane Oxford Studio ELT,Position for 2 German language teachers Oxford Studio ELT
Armirues,Armourer
Punonjes te prodhimit,Production worker
Puntore administrates,Administrative office
Puntore teknik,Technical workshop
Monter/Ndihmes monter i reklamave,Advertising Editor/Assistant Editor
Punetor per prodhimin e mobiljeve,Worker for the production of furniture
Asistente e projekteve/Shitese,Project Assistant/Sales
Punetor per suvatime,Plastering worker
Kuzhinjer/Skarist,Cook/Scarer
Administrate/Financa,Administration/Finance
Ambulantiv (Shites ne terren per furnizim te klienteve),Ambulatory (Field sales for customer supply)
Agjent/Agjente i shitjes,Agent/Sales Agent
ShankistE,ShankistE
Nail artiste,Nail artist
Shankist-e - Kamarier,Shankist-e - Waiter
KONKURS PUNE – TEKNIK I FARMACISE,JOB COMPETITION - PHARMACY TECHNICIAN
sejtoriste,theorist
shofer taxit,taxi driver
Agjent ne teren,Field agent
Shites Derivateve,Sells Derivatives
Mesuese ndihmese,Assistant teacher
Mesuese e gjuhes Gjermane,German language teacher
Puntore ne prodhimin e mobiljeve,Workshop in the production of furniture
Asistente Admiinistrative,Administrative Assistant
Punetor per prodhimin e dyerve dhe dritareve nga pvc,Worker for the production of PVC doors and windows
Ndihmes ne Administrate,Assistant in Administration
Punonjes Zyre,Office worker
PUNETOT,PUNETOT
ASISTENTE NE FINANCA,ASSISTANT IN FINANCE
Teknike Farmaciste,Pharmacist Technician
Kerkohet nje kuzhinier,A cook is wanted
INXHENIER NDERTIMI,CONSTRUCTION ENGINEER
Shank,Shank
ASISTENETE NE ADMINISTRATIVE,ADMINISTRATIVE ASSISTANT
Asisten per nevoja,Assistant for needs
Zyrtar Administrativ dhe Praktikant.,Administrative Officer and Intern.
Mesuese mbeshtetese per detyra te nxenesve te klases 1-5,Supporting teacher for the tasks of students of classes 1-5
Rrrobaqepese,Dressmaker
Ndihmes Berber,Assistant Barber
Mjek / Doktor,Doctor / Doctor
shites-e,for sale
Sherbimi i klienteve,Customer service
Asistent i Shitjes dhe Prokurimit,Sales and Procurement Assistant
Shitja dhe mirembajtja e automjeteve,Sale and maintenance of vehicles
Konkurs Pune: Konsulente per Sherbime Turistike,Job Competition: Consultant for Tourist Services
Mesimdhenes te Gjuhe Angelze,English language teacher
Konkurs pune per Administrate,Job competition for Administration
Sojeva Shop Shpk,Sojeva Shop Ltd
Asistent Dentisti,Dentist Assistant
Menaxher i Operacioneve Ditore,Daily Operations Manager
ASISTENT NE SHITJE,SALES ASSISTANT
Agjent i Shitjes – Max Travel,Sales Agent – ​​Max Travel
Content Writer – Max Travel,Content Writer – Max Travel
UI/UX & Social Media,UI/UX & Social Media
Instalues per Ngrohje dhe Hidro,Installer for Heating and Hydro
Mjeshter per Ngrohje,Heating Master
Asistente Administrative / Qendra e thirrijeve,Administrative Assistant / Call Center
Punetore ne Financa,Worker in Finance
Ondulim,Ripple
Menaxhim i rrjeteve Sociale,Management of Social networks
Tekinike-modelim me dyll,Technique - modeling with wax
Infermiere/laborante,Nurse/laboratory technician
Laborante/infermiere,Laboratory technician/nurse
Ndihmes frizere,Hairdresser's assistant
Mikqyres per Mirmbajtje Hixhenike,Inspector for Hygienic Maintenance
Pasticier,pastry
Ambullantiv,Ambulatory
Mirembajres,Well done
Serviser i ashensoreve,Elevator repairer
Kerkoj punetore mbikeqyrese dhe shitese se produkteve te drurit.,I am looking for a supervisor and seller of wood products.
Shperndares i mallrave (porosi),Goods distributor (order)
Kerkojme punetore per shitjen e lendeve te drurit.,We are looking for workers for the sale of wood materials.
Zdrukthtar ne prodhimin e mobiljeve,Carpenter in the production of furniture
Monter i Mobilieve,Furniture fitter
Hidraulik,plumber
Menaxhment dhe Financa,Management and Finance
Kerkohet Axhustrator / Salldues per prodhimin e mobiljeve,Adjuster / Welder required for furniture production
Kerkese per punetore,Request for workers
Punonjes te shitjes dhe logjistikes,Sales and logistics employees
Kerkohet shitese me pervoje pune.,Saleswoman with work experience is wanted.
Asistente ne pune administrative,Assistant in administrative work
Mirmbajtje Hixhenike,Hygienic Maintenance
Teknik i nxemjes,Heating technician
Mesimdhense Klasore,Middle School
1 Shitese - 1 Dizajnere - 5 Rrobaqepse,1 Saleswoman - 1 Designer - 5 Dressmakers
adminitrata,administration
Shites dhe ndihmes,Selling and helping
Staf Dyqani - Shites - Arketar dhe Depoist,Store Staff - Sales - Cashier and Depoist
kerkojme punetor,we are looking for a worker
Ngarkim - Shkarkim,Upload - Download
Ndihmes ne Punime Ndertimore,Helper in Construction Works
Terapist Stimulimi,Stimulation Therapist
Monter per dyer dhe dritare,Door and window fitter
Ndihmes ne paketimin e Stiroporit,Styrofoam packaging helper
Automekanim,Automechanism
Manikyr - Padykyr.. - Staff,Manicure - Pedykyr.. - Staff
Menaxher/ Menaxhere per Marredhenie te Jashtme,Manager/ Manager for Foreign Relations
puntor ne prodhim,production worker
prof per Tik,prof for Tik
Bachelor i Fizioterapise,Bachelor of Physiotherapy
Dizajner-e,Designer
Teknik per punim dhe montim te reklamave,Advertising editing and editing technician
Gazetar per rajonin e Mitrovices,Journalist for the region of Mitrovica
Erismont SH.P.K.,Erismont SH.P.K.
Ndihemese -asistente per thonje,Helper - assistant for nails
Shites/Arkatar,Salesperson/Cashier
Ndihmes per montim te skelave,Scaffold assembly aid
Ndihmese/asistente e edukatores,Teacher's assistant/assistant
Office Administrator,Office Administrator
Asistent per floke,Hair assistant
Mirembajtese pastrimi,Cleaning maintenance
Puntor pastrimi,Cleaning worker
Praktike ne mesimdhenie,Practice in teaching
ASISTENTE E DOKTORIT,DOCTOR'S ASSISTANT
Mjeshter per shtrim te pllakave,Tile laying master
Kamarier dhe shankist,Waiter and bartender
transport,transport
Praktikant ne Departmentin Teknik - (Business Support System),Intern in the Technical Department - (Business Support System)
Praktikant ne Departmentin Teknik - IT,Intern in the Technical Department - IT
administarcija,the administration
Puntor per prodhim,Production worker
Inxhinier/Serviser,Engineer/Serviceman
asistent projektesh,project assistant
Praktikant per hulumtime dhe analize te te dhenave!,Intern for research and data analysis!
Asistenet per nx klasa 4,Assistants for nx class 4
Asistenet i shitjes Online 5,Online sales assistants 5
Koordinatore e Komunikimit,Communication Coordinator
Sjitese ne butik,Selling in the boutique
Ndimse e Kontabilistit,Part of the Accountant
Sevcet Mislimi B.I,Sevcet Mislimi B.I
Trajnere ne fushat STEM,Trainer in STEM fields
STILISTE FLOKESH,HAIR STYLIST
Corte Couture L.L.C.,Corte Couture L.L.C.
kerkoj punetor per autolarje,I am looking for a car wash worker
Shites-Montues,Sales-Installer
Mesuese asistente,Assistant teacher
ASISTENT NE PUNE NDERTIMI,ASSISTANT IN CONSTRUCTION WORK
Administrator i asistent,Assistant administrator
Fizioteraput,Physiotherapist
Remote Agjent per Shitje te Biletave te Udhetimit,Remote Travel Ticket Sales Agent
Pune ne adminitrate,Work in administration
Mikpritese,host
Asistent ne Dizajn Grafik,Assistant in Graphic Design
mirembajtes,pipeliner
Auto Laker Avnia,Auto Laker Avnia
Pune ne vreshtari,Work in the vineyard
Prodhimin e simiteve,Production of buns
MONTER NE FABRIKE,FACTORY ASSEMBLY
B mobile service,B mobile service
Praktikante ne Noteri,Intern at the Notary
Sektorist VIPROS Tetor 25,Sectorist VIPROS October 25
Ndihmese Estetiste,Beautician Assistant
Ndimese Estetike,Aesthetic Part
Administrator ose Koordinator e Energjise Diellore,Solar Energy Administrator or Coordinator
Dizajneri grafik,Graphic designer
Trajner per kurse kodimi dhe programimi (lokacionet Dardani & Aktash),Trainer for coding and programming courses (Dardani & Aktash locations)
Ndimese ne administrat,Participation in the administration
Agjent i Shitjes ne Teren,Field Sales Agent
Asistente stomatologjike.,Dental assistant.
Auto llaker Avnia,Avnia car paint
Ndihmes Shperndares Malli,Merchandise Distribution Assistant
Adinistrate,Administrators
Asistent ne lokal,Assistant in the bar
Mesimdhenes i programimit,Programming language
Asistent administrativ dhe mirembajtje e rrjeteve sociale,Administrative assistant and maintenance of social networks
Ndihmes ne prodhim dhe montim,Help in production and assembly
Asistent i komunikimit,Communication assistant
Shites/s,For sale/s
Pastrim dhe Mirmbajtje Hixhenike,Cleaning and Hygienic Maintenance
Mesimdhene i programimit,Programming medium
Menaxhere e shitjes,Sales manager
Shitese e Djathrave,Cheese seller
Punetore e rrjeteve sociale,Social network worker
Asistente per laser,Laser assistant
Asistent per Mbeshtetje dhe Testim te Aplikacionit,Application Support and Testing Assistant
Praktikant per Sisteme Solare Fotovoltaike,Intern for Solar Photovoltaic Systems
Mirembajtje e Paisjeve (PC),Hardware Maintenance (PC)
PUNETOR SUVATIMI,PLASTERING WORKER
Punetor ne prodhim dhe montim,Production and assembly worker
